msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
U2o44M7gBa8gAY1kHQ+4H7b/zYVTMyASW73urudv5a0=,41,30,149,149,1,20161010,20161110,0
vzAu8cliOg7rEj3BSknbdUl/8oj4YKpc/Iy8nRh9Cs8=,38,30,149,149,0,20161108,20161208,0
GCyKbPMRLlplzP3JZDnSP3MiW/1lXmoMBxcG2GwQ0cQ=,41,30,129,129,1,20160819,20160919,0
K6zvKqNjXUNSo87xvsrnM/CS7PDAl0N3ZfKkuyRZLwg=,40,30,149,149,1,20161123,20161222,0
28W2RohZMMCaPmPsiylK36hgwGDekXN2JSbJv+9EA9M=,41,30,129,129,1,20160714,20160815,0
2a5J8N0jDbxTeFS2a5BSuLxcLJFWneygAM8HvEaL6Eo=,41,30,99,99,1,20160820,20160920,0
dFYfJP1lq8il0uwi6faXKuuQpUjQ77pDh0W+/okk8ug=,36,30,180,180,0,20160824,20160923,0
GMZWItoezbjzSsqq+4CLUC+sTFnven2IqOk6yKo7qXo=,41,30,99,99,1,20161119,20161219,0
5L5O82LYroxfmMqz+/3Mw/n2U3EOrCUDaN+nyZmw8Pk=,41,30,99,99,1,20161008,20161108,0
i7MczWmSuRXPlsVRfb9nvguYp2MrwK5vgl6Q6tFxfi4=,41,30,149,149,1,20160704,20160805,0
d7DNv388IdHeLTHVstsEEwqoz1SE++oQm8wCvaBOtWI=,37,30,149,149,1,20160815,20160917,0
1UU62FcsYpeHevZNzx9M0hBFoRwTs/9SyBS3/Pf9V5s=,39,30,149,149,1,20160831,20161017,0
1sBaEAGU3opU1tLb9Zqzb+VbAqnxvvUQZ9Kv0CGAzl4=,39,30,149,149,1,20160731,20160911,0
VjQcmq3EVq24gRmstrKwPjdHkL38OivtLP55mvyQF+o=,41,30,149,149,1,20161016,20161116,0
sf7NR4Qo1aq2HHZNqAWciTfpL81BC3Z0uqlb5M3y55M=,41,30,99,99,1,20161013,20161113,0
DH2ExXDKiinJN/DyjLPWXg2T7cgBNcWwS5lxF6un1Vs=,33,30,149,149,1,20161130,20161231,0
AB+KC2xXKrZwICcwUUWDiRXaqPh2x18xoGxBCOR0Jew=,34,30,149,149,1,20161231,20170131,0
1FAsB5tNrpPJcxSCuKM0y3dDyUqLSYOHAqVyJH5qz3U=,31,30,149,149,1,20160731,20160831,0
EeNDDe4DyI+7AUAFLYDGO1Ore8I8LxNfinh6uDL3vFA=,38,30,149,149,0,20160713,20160812,0
lnS8mcdrhpvf68tv2C1+gyZEiy1cX7lBxq/jxOTwqdY=,41,30,99,99,1,20161101,20161201,0
8T701ivi5/0bmtH3Ml14ZZ1giPaSchIbQhFWtby9zmk=,37,30,149,149,1,20161024,20161123,0
wTXVUIXUvysnsq+nD8WlSiFv8xVFgB6Ws7vpfHLk2N4=,41,30,99,99,1,20160723,20160823,0
EqrlWmbqpOQyLosyj4OK0Cnu2eoHp+SDH8PN+7TLS1s=,41,30,99,99,1,20161202,20170102,0
v+jSVaUa/uXeTI2KIC1vMRBTBnzw6xLu7M5A17LQ7ms=,41,30,99,99,1,20161003,20161103,0
2VSh6qZTWLmm6BJmIDd4rV7l7StAPIC3UkbwlpJmT5I=,39,30,149,149,1,20161130,20170127,0
5a2/8ih04dolyPE0869rDiml3zcxTD58WUh3kLfI5n8=,33,30,149,149,1,20161231,20170131,0
ycKXs9Np3n2ub/OL8eFCxmBANdxDqsj2OgNMEv1u4z8=,39,30,149,149,1,20160930,20161118,0
tYUiD/KFbvE1aaq9utUioAJj+k2D6aPPHLYG2PBrPNk=,41,30,129,129,1,20161027,20161127,0
5SFtZqffopB6FSbj3ukp8eQs4oMcqsPSc3TVkGOIRKY=,41,30,149,149,1,20161110,20161211,0
LF5+zqEnHK+Wku9iKP2vsKGQ6aOTmZfakty0fWmk6jY=,41,30,99,99,1,20161221,20170121,0
UP3Fi41svbumix3TCpmrMJlTmKpxv57uNzrGpzjazHE=,41,30,99,99,1,20161126,20170102,0
s+fj0k8GlajqZqY1DxnRp/GxGw0V5InBUjPbcsxR5yo=,38,30,149,149,0,20161031,20161130,0
x8lun2cM5RgeC9MOUoaHtVRQUwxqja6vTapDFtGlxC8=,41,30,149,149,1,20150315,20170113,0
O79ahcipzN94V7pLLRAm20zJR8ZrwbV3uwWKKd2EcFY=,41,30,149,149,1,20161122,20161222,0
gsXEpFSSxRKNh/roSrxJaSW3KW+znN2rMJQ/6ITTytM=,40,30,149,149,1,20161207,20170106,0
KUqcfFLy8kZvxjDnr8YgJ7BpM8rUJTDA1o83H0Lm/s4=,41,30,149,149,1,20160805,20160906,0
MfafSIAmKxGqRF6IyjEkGsSkC7yznYSv/ly/H/MRI+o=,38,30,149,149,0,20161012,20161111,0
ODdk2UyI3qYdFZbp1vcbg7g7CeD3l6Caj6Zw7qJumoA=,36,30,180,180,1,20161004,20161103,0
LN47YtHaD4L2RawTTREaWQLU1YZpPl/qz7RRgNs36LU=,33,30,149,149,1,20161130,20161231,0
CHVR/hXKfMeBZd3L0yZQpUxvGnfvCwF9/+H3XJvwDYE=,41,30,99,99,1,20160930,20161031,0
KmGZfeVzAhl6BfYorQglK8bPb7GnhAo0p3OEZgMajdM=,41,30,99,99,1,20161214,20170114,0
eKHQE5rP/4NjsobkembuiMYZmFQfXYV0ZC1LN3tYNyU=,41,30,149,149,1,20161025,20161124,0
kLEfuOkJ7HW3kCwSpqv7+dB0yzJKMUXwIAWxd4sN+U0=,41,30,129,129,1,20160914,20161014,0
XLSXFtRNW2N7qiOlyWiBkh7NPfaljmjAM9FxXUAHMiI=,41,30,149,149,1,20161218,20170118,0
jzWIInlzud1BCori9krZ1YrGiOLqZZj0Jz460RO/LlY=,41,30,149,149,1,20160824,20160924,0
lq6DW52KckR/4jr+jk76B+ycVtp9okCfAvfJkEdoc3I=,31,30,149,149,1,20161130,20161231,0
y81HCkQkiXzSyRwgtp+zk52TTZ9x1Apg/c/JXzr8glM=,39,30,149,149,1,20161130,20170108,0
j2dGO+QmV3RHX6G7kNHew1HTTjC8z/95lEFkddDGnoA=,41,30,99,99,1,20161231,20170131,0
vXpEuL1xF191qGmDt/yjRuzsjHbjhvLTARvAZD3e3AU=,41,30,99,99,1,20161020,20161120,0
cYo69j3Noh3fZWA/gBuWVLZTHq0XYHPq3+/xgtyEfBs=,41,30,99,99,1,20161101,20161201,0
bhaN8nD7JcgkANQvMljRk+nq+ZjA0phOibvmjG5+sBo=,41,30,99,99,1,20161213,20170113,0
TV098gVahUynpUj/txff7zpN1mWoLySTLX9mjbqk09M=,41,30,99,99,1,20160713,20160813,0
fhGbVINg7XDn+4YMaDjuiQouTwqdpgX8quOf8l3rW48=,41,30,149,149,1,20161224,20170125,0
SqkSsprLGSSodjFjSQ3GuDMNc+6r7AGkiImEr4z6oOM=,41,30,99,99,1,20160804,20160904,0
Je8lBI4oORDQEnrfeBkRsHBeCbIIE2C76zFI0pPZx4k=,41,30,99,99,1,20161107,20161206,0
YZOA6P7XCdTw2pKv8RJkuSouRIStqnCs6rtI6pnx6vM=,40,30,149,149,1,20160810,20160909,0
4I2+j1hNRa4ydkHK9Cd/9TVG1PYXaiRfqQnEZECA9og=,41,30,149,149,1,20161031,20161201,0
dFGiS4YHhyFSh/pTgbDl+7KzSDcSwi+d9eE4PHyXie0=,41,30,99,99,1,20160831,20160930,0
A54JIjgVIGB73RmcSbKkCRCfygUfZRHnQCaHPwrKo9E=,33,30,149,149,1,20160930,20161031,0
4wGqIDLl9lmLG8L2yVVXbXyUqF84AgTrFpG4qBg0xxQ=,40,30,149,149,1,20161125,20161224,0
dYqyRvCHCb22ikrILCs5Mb5r1A/+egg5x7vIq6/dBQg=,41,30,149,149,1,20161005,20161105,0
hidogmFELJHnTIyfA4zRq5nuyafqBMzNvBuZgmPjco8=,41,30,99,99,1,20160721,20160822,0
D9fJJ4nW+5dgDq/Zz03zutHYuF0PHoI0ZtUtVQkJLXg=,41,30,99,99,1,20160721,20160821,0
l2bXExPVLHww7T4CDrwXR8zIkHT33iVF7dbXfGRQLts=,41,30,99,99,1,20160910,20161010,0
dbaB0gcNmKH80Y1dSRKlx9JMvSQ/c3N328Dnc2wuxBQ=,40,30,149,149,1,20161118,20161217,0
KVSo5DPgxsYVmrd7OU+Yvz6zi66dSWXskvyz8ahJ99M=,41,30,99,99,1,20161120,20161220,0
fG9hwNsY2YlVA31BevxN5aKvvoXEjvecOc6ASBVly7A=,40,30,149,149,1,20161105,20161204,0
+fWTCzzyxs0ZzdnXWl303OPTuXp6it6QZ2zSGNs8Td4=,41,30,99,99,1,20161111,20161211,0
0cJxJLN+6VCkIgn7sF3pG8o4rO+Yfbw+vLHRhALOhQ8=,41,30,99,99,1,20161127,20161227,0
XXTcS6JmemE7NBOS4/JQbGBY6hfMn9f2jxnwfO0VtTA=,41,30,129,129,1,20160917,20161018,0
Ivjr4k53mKAG6CT2mGlVSIzQ+6TGBrP8OzU1xW3ngxM=,41,30,99,99,1,20161202,20170102,0
+i05+7BqjT9huF9WeY+NTB843N9xmNLCx2O+rHXeZE4=,38,30,149,149,0,20160805,20160904,0
QxNJH79cCbmwpvrjPE+EcX9gwo49kecqkxAPMNtqgn4=,41,30,99,99,1,20160801,20160901,0
QHyu8DFfJDLxASZqsHaZgjsiZHYkX9mTFCUKd/uqvyk=,41,30,149,149,1,20161231,20170131,0
vI6pxyz10fPKbisfkZBk0FP6n0RUvsd/5hKBr1dQ1wk=,41,30,99,99,1,20161226,20170126,0
813dHN68G/vLGNvpscZG3UM2bkOuaX+88AtdSvvWsms=,41,30,99,99,1,20161125,20161225,0
aL0SX15QwPzYGML/8zjQd12nVL9xdHDsDQUklW61Ob8=,41,30,99,99,1,20161216,20170116,0
OhYr4tLdAYRsY9u29p5cX0DaySXkeq4nRWFywpysXf0=,41,30,149,149,1,20160704,20160804,0
MoWjK9QZsyXd4xP7aKIK6cIClgpbAA4W4XYaZWEYqmo=,36,30,180,180,1,20161025,20161124,0
bTAfSJxU1ZIRYRsDz99jjC7nAFOAH25roEM3OVSkFXM=,41,30,99,99,1,20161202,20170102,0
3s0iBHH41YyiqZydPkU+E2sKo58v4mLO+8QiAiSfzaE=,30,30,100,100,1,20161203,20170102,0
KjJobYmlHNTZPw1hmMAIdYeD1aFXlsakhZvtBYFamj0=,41,30,99,99,1,20160824,20160924,0
3sPX12EkcpfGvKURaJs6J3uyhhf0XfQPIjzPwGR5tjo=,41,30,99,99,1,20161103,20161203,0
VXOy8sjjPZKw3G3C/5h4Zb4BJJZToUDbnwO5yeBh1To=,41,30,99,99,1,20161116,20161216,0
qRYTakXb4MmglgrL2mNyZ9MH+8BU8z7pQ98W/rQZvuw=,41,30,99,99,1,20161231,20170131,0
zekpgXB1UCs73BWO2GU/9U6IUv4GvVvjH1i8+jcfaKM=,36,30,180,180,1,20161006,20161105,0
A/2cJakTHcnlpjxAEIwE7aeQdjTPAbtMNccrLPxokwI=,41,30,99,99,1,20161009,20161109,0
6f/kKF+dYawFzaEloc29dydB0ijxP6EPo+QJ8V0Ls54=,41,30,99,99,1,20160725,20160825,0
LOZihZbOonQC4DqnrSwcm6NRurMiATzmUAXG7N/7OFE=,41,30,99,99,1,20160910,20161010,0
yr3Owduq8BL3sLiQgWfr6vx7AftEPJkMMiiCn/+28Nc=,41,30,149,149,1,20161224,20170124,0
IKBdwooJiJt+CPVziW9khKcATlkMY5kqzlNxa5PKpMs=,41,30,99,99,1,20161120,20161220,0
XE9XHGwgJhBqA+2ICbjQqC7FMP8Y3ZMXEr+2vbZoguA=,36,30,180,180,0,20161204,20170105,0
NMyOIwJKU/1Qy5hgt4GzLtFqpLV2oRyj5Tx0d+fJqr8=,39,30,149,149,1,20160831,20161011,0
Z70vNVW4GYqJo3ip8Tqqk8m65vMG1qDzOwDCyYgX3Bc=,41,30,149,149,1,20151002,20161111,0
p8GgEOQAqfwNdxS5VMFPrX44H58G8WKugcEuKXEeu6A=,41,30,99,99,1,20161010,20161110,0
+4C2MMOWzNV7JSf+vtupm+xcFnUjjb0rFqft6jUYOBk=,27,30,149,149,1,20160805,20160904,0
N4paZBWOd7udKRgvbwWQMGQM/FEDXPGY6z1jYbXWaio=,39,30,149,149,1,20161031,20161224,0
zZDYMfRc8yHraSi9Y6sEZ831q4lKJuN5UQrxI9yA51A=,41,30,99,99,1,20161203,20170103,0
gKoEnv1WSfgva6Pymo/cQtj7EOFTRuvNQe5p4WewyRQ=,41,30,99,99,1,20161008,20161108,0
2SHip6BIi+vVD1gfvjSc0Cp3QxUJl8i4tcQhDibLv5k=,41,30,99,99,1,20160711,20160811,0
04T8CikJxdy0WGyDqLbVAtX0O8QbHmOkHYKKrfdCcFo=,41,30,149,149,1,20160926,20161026,0
fNsGu+8DnriUYRRdRnzNCZZgwj5KOtKdSqBmCaWPUKA=,41,30,99,99,1,20161211,20170111,0
g7FexL4LohzNnLtuk21KKojQcTgjMVGcsjfIN15zJTE=,40,30,149,149,1,20160706,20160809,0
oew0xYmZEP/mMgdo+qBbq5OEUK15PL2TlVBfsmPoRqs=,41,30,149,149,1,20160808,20160908,0
5peX8Dgo/dhQgWtCYcAvlIsMO/yA8zkn0kYKD8LXc/I=,39,30,149,149,1,20161128,20161228,0
6Ejg1SkFFysYF7sRCidMI0nNXHoSjt0YM+LUO4kRu9w=,41,30,149,149,1,20160824,20160924,0
6yM9aqKxuMMwVxOr8ePMda3MM01QBtilr3lxN30TdbU=,38,30,149,149,0,20160819,20160918,0
8lqgN3Df5Z/aLK6DWLCkRS2QM/wEmduqKMGWrsinAaY=,41,30,149,149,1,20160731,20160831,0
V9GATaqJ6rZOuQqzSXUKcOuUyTOsfAMSwb+Ylwmrjbc=,40,30,149,149,1,20160808,20160928,0
lPlfiZ4iKvGsXDF2xEe1YSf3qz6Tvf8zgiCt5TZwykw=,41,30,129,129,1,20161002,20161102,0
GJpgIFdMMn/KMwu7RflNVaEY+VrFF73qUWHuHa+1Gk8=,41,30,149,149,1,20161204,20170104,0
A6OfjsuZkzqW+58xDSwa1FjQTe6w6ITZj7c3o8rJGOE=,41,30,149,149,1,20160831,20161001,0
QTNwxRa84+Xtl2gxeCHdjAW1BzxC+AQYk7dP2g+pOY0=,41,30,99,99,1,20160930,20161031,0
cZIb7yvlPznRiouyBWbrXzNZUf3YwytGEirs/YJDghU=,41,30,99,99,1,20160706,20160806,0
w1FCbeUT3qvKjyOXjKWIj7Mk8yd1O/2et6TAipqWZDA=,41,30,149,149,1,20160731,20160831,0
QI5uvpwLvTYgwCuCokf1MhnvzdleIcacQDt25UPWtt8=,41,30,99,99,1,20161019,20161119,0
j1WAyf+79TEz9nqbLwzNNkohU4GJEko8UGqaOFr95YM=,41,30,129,129,1,20160809,20160910,0
+32BMlXlYK8LZJU40y0bal21VaMuQVoSmBXohCgVWd0=,41,30,99,99,1,20160704,20160804,0
Kv0LC3Au4tb3obwi1zAQm2Cy2u62/AubSTUq7429+xg=,41,30,99,99,1,20161011,20161111,0
mPrilFndI6lQXo3e7p1Xqlo0/7f7eeEqXmVC+SPpGtk=,41,30,99,99,1,20160712,20160812,0
WYzAogxzXOlhNO3zj+UeGENHJZynHyiThuqGjp3ptOQ=,37,30,149,149,1,20160902,20161001,0
GmM+tpdnZVOzkKHuW1nfu6yEuU2Zj6MiEOZlk2YqhOk=,41,30,99,99,1,20160912,20161012,0
eCDMnARaEbztgtrFmGOiWoag2aO5Hc/x8abjfCFTEf0=,41,30,99,99,1,20160708,20160808,0
r4eXN6roPzQenfhTM0zDqt/reJEctynFg+dF/zR71Q4=,41,30,99,99,1,20161111,20161211,0
MdO6xZqkf5q5kDvOEp4Ado/vc8QImT7fMKg4+bx97eU=,41,30,99,99,1,20160911,20161011,0
cEHdYJuzIa5VUy387uiGNSr44QPJDudzjknr6gYPYMo=,39,30,149,149,1,20160930,20161118,0
Y0G0Jve9CPj07rbIscmBHXI2IuvXmd+IUE8IhaC7VyE=,41,30,129,129,1,20161207,20170107,0
jX0aAS3EZO1qZsjTpI6KmQfZq8xSRVbaaPTfHbL0W3I=,36,30,180,180,1,20160920,20161019,0
pGbVSvpsR1POLuqJV9vNW47TH2BBVQG1E/ykG5jLdCU=,34,30,149,149,1,20161031,20161130,0
j1e7Ufb0rys+wpxUEXe3tqIqwI+IVUqJlCrnHMjFDps=,41,30,149,149,1,20161031,20161130,0
B0RRwzzfG3ZNmSi/ap7BLkjpz6hvQQq3ghJE+Ln1VbA=,40,30,149,149,1,20161201,20161231,0
Yea+iutJ05/okyowxH2hLpFlNstYgNJlIm6EIrR95n8=,34,30,149,149,1,20161231,20170131,0
IihgB758kbXzB+EEa+5e2KvsZfzbfwc1HX1lTb6OSBM=,41,30,149,149,1,20161208,20170108,0
JGu5vdTPTJZNJyE7zFk7V3WZBQXi2keTsyPMJLDyUFA=,41,30,99,99,1,20160720,20160820,0
cYEouT/syJR+WU3+JYCatT1JWxuFRJtkSJFYGA5NSNY=,41,30,149,149,1,20160708,20160808,0
ApXwvYeSIJfpNyB1CGF+axhOs5s5r1wAtwr4NsUv5DM=,41,30,99,99,1,20161104,20161204,0
PFBT3EpB+4C/xM29txGpNcid+uL9HK2Ad5g6TpAj27A=,41,30,100,100,1,20161118,20161218,0
YIyKRRFAiW0Rn+O8pt4z/5zdLWFvWF6JW4K3sX5gGIY=,41,30,99,99,1,20160825,20160925,0
iuBfiknKbEF0XEJJcva80CFF2+HDLCsCobXdOKtpeOw=,41,30,99,99,1,20161007,20161107,0
sjtZCK9avdor5M5uyiisin59aA+jO0tOBUDyJ42dL+k=,41,30,129,129,1,20160919,20161019,0
v84yQ+cFOyP15VDTV489sFz+Z1/HpK3qvyp/KPkuJ4o=,34,30,149,149,1,20160930,20161031,0
Sqmh1D+YU/dYsn526od8rGcB7k8rfJcCDiNmmw03tTA=,34,30,149,149,1,20160731,20160831,0
4qm8yKBfh+9SqZBmDT5bGgPffzIqCeNU6WIy1+5tIzg=,39,30,149,149,1,20160731,20160905,0
/09a29kwgm3hya11YQ7KR5TkXsROXeoK270SLRvxPc4=,41,30,99,99,1,20161225,20170125,0
udsGeu6fpAwa8aT8Qf9iLV+OI9Bg18Pt29U02zmSm3A=,41,30,99,99,1,20160807,20160907,0
eaPCtVNpErcqTPkInBliBk6X0vr+Ip/irJoRbmIDdNE=,41,30,99,99,1,20160815,20160915,0
RxKEPWcL2VJmHofngpzg7yjPQvCZZyJgTLa6hK/Ar/U=,41,30,149,149,1,20161103,20161203,0
mPjs1/WttWYN3zRgoFjArL2THypLwRmgLAoJdXyGlNM=,41,30,149,149,1,20161106,20161206,0
mCEdqluNictx9CI6bsbrTixbMIpkctAJk2foO9rA4i8=,40,30,149,149,1,20161205,20170104,0
zG5yGjAslcvOPSlWl/bsNPjW+ERh1HtFUty785JTrZA=,41,30,149,149,1,20161217,20170117,0
pnnhVfAsDZVx4l+KVxIexFt58Bdm7XQPbB4r3DztfjE=,38,30,149,149,0,20160814,20160913,0
L7KeW0CQZrP5fHGRMwinhTTB6M7ksIXsl3xwKphPBdk=,41,30,149,149,1,20151110,20170108,0
ONfjypZrynTz5u5WWjdRRjK8e6SYcHUD1W5lQWA5YCo=,38,30,149,149,0,20160709,20160808,0
ehrI6S9zwlwUCFpNyUpHQyR7vc6hfsT/sNtbuylp6hw=,41,30,149,149,1,20160926,20161026,0
KBBwTa9S7NvZjnI0YrkAAEGDrVLVTbBA7+ZbMGWmDds=,41,30,99,99,1,20151002,20161009,0
Xbav8QrcNSDIOC/SJB/LeU6PJIX4aabnGi8Vi6XUitc=,41,30,149,149,1,20161102,20161202,0
17FnenDdktL9a5TYz1iJca+8MCZV9lna4U/J5rdXb2Q=,36,30,180,180,1,20161127,20161226,0
A+tN1c03Bar/gwiGgThxx323ztAdliYmbLibDrMI3m8=,38,30,149,149,0,20161002,20161101,0
F7yEfsWakHVQ+3chWwDjSb0LSZnRqlosbArOyTcdzjk=,41,30,149,149,1,20161015,20161115,0
bJXaORIjU2YNLKda2FyLjgAhmaE154MO1P84Wl/jA/o=,41,30,149,149,1,20160710,20160810,0
0pzcJb/NrcPoldzZ1V3H3h+Ay9+Pp7sOqsH3NSB1oug=,41,30,149,149,1,20161001,20161102,0
nUiPY3or8/4isAbz/bdEuK3Yl0u8X/ho/qNeIE2Di8s=,41,30,99,99,1,20161017,20161117,0
PJyC3+fKuIbgpefP+lNWhy1onE8Tx0v34gLN6xx4YS0=,41,30,149,149,1,20160723,20160824,0
FDIYRWlix+7F/XPvCKYoKG2nQz6+xYuEOcY4s3cOrYs=,41,30,99,99,1,20161130,20161231,0
dFGiS4YHhyFSh/pTgbDl+7KzSDcSwi+d9eE4PHyXie0=,41,30,99,99,1,20160930,20161031,0
jjVLLCFH1yMRnFEyJvoC9ddZ/BfA8XLEcdpmX9536o4=,41,0,0,149,1,20150505,20160804,0
HMMa7Gqa2pJU/ZKCB5na+D9eQSx9Od5iKAImXRXWjDs=,41,30,129,129,1,20160710,20160811,0
5s1yoofeoV6WWPFBctammlFAfvqFhN6Hr6L6rqCtJ30=,34,30,149,149,1,20161031,20161130,0
X9PMfyVyvwIJaRYGJ4LR7JSr0yGE9Rg0ReqxCqmjxas=,40,30,149,149,1,20160801,20160831,0
xXgdz/Mx949H1Z+cHvzMPbkY1xRqGkbYKfbB/i84BAU=,41,30,99,99,1,20161208,20170109,0
esneHPEko4xvxtsEbCRuUHCT1z5ZJCVJy4XR8hLwk7I=,38,30,149,149,0,20160910,20161010,0
3HL0PIf0dmvfktJ76q2amDiHhhBD7WVveIaQFjHFyco=,40,30,149,149,1,20161121,20161220,0
2whqeMURTpHjdO+Bou9PaxlVCc1BOGoYR/Lf55tYWd8=,41,30,149,149,1,20161110,20161210,0
EG+sIDpgn9R44pCC2IrYE7iJSu9tCIH2CGdTkeKxqzA=,41,30,149,149,1,20161001,20161101,0
k6sSumb14CNMyqQLptFsR3phsEu+DQi/hO1CyfLYLVk=,40,30,149,149,1,20161011,20161111,0
N1bzo9BtFcRASWRysS3ryeqm50zX+UVa6IO8ixk47SE=,41,30,99,99,1,20161130,20161231,0
grXbPJQ3XD1+ff69MftotALu53gcFHqe4XqVaUWzE/0=,40,30,149,149,1,20160903,20161002,0
V9px/XEzcSFMdspFVWxtHA21x5ma1aUkhSHem+m0F4Y=,40,30,149,149,1,20161208,20170107,0
BaWgdwikx5R8NanmXm+45kNphUzGolO4yR+oaXvFi+8=,41,30,99,99,1,20161117,20161217,0
e9no373Piyh7VcZCrlJBcmH2661Io6I4+PjvZqeKZZg=,36,30,180,180,1,20161122,20161221,0
Dgvh10w51wENSt/NMqmJvqYyZc4OspGm4JA9HVwUAUw=,41,30,149,149,1,20161109,20161209,0
I6w5lCQnFItXW3JCqN1XlOf7hI0tKf+pJiGDSIUqlcM=,41,30,149,149,1,20161206,20170106,0
rvzzbcxYZHk5lW+YV6MYLbuCxAeqUMl1Lqu3Rtlv1Lo=,41,30,99,99,1,20161002,20161102,0
/+HmqVC9cLLGwflOk91pxv0lhMg97/FD/uyXtzoh2jE=,41,30,99,99,1,20160814,20160914,0
TIhz7iiW2N8QXd45KjeDnf9LR77Hrfpj3BfPm3Mq2w8=,41,30,149,149,1,20161031,20161130,0
RiqiP70Uw/3ownn7GLWzuf2hywlW7ILrrrf/QWrGFfA=,39,30,149,149,1,20160930,20161105,0
dMcO+H0eirPYKyqu4YGR9S+w/+JwxAuYjIDrmBv35Dk=,40,30,149,149,1,20161209,20170108,0
7Ro1I5W6keMqhLOw1ljiI2EQCZfNnvvNXh9aOvVbpYk=,40,30,149,149,1,20161010,20161110,0
cc64NiQe4ZOfbvyrBLFN7szPFGz2wmhdlB4PiCSsGMM=,40,30,149,149,1,20161201,20161231,0
3VTLUwP3yxTbcga2Uu8OLKr7/29HZAY2G3bPs0HD0n0=,41,30,99,99,1,20161231,20170131,0
oFjpsKMM72+tHBYyJ9aubXc9ArFtkiySwLJUWCKcDN0=,41,30,149,149,1,20160721,20160821,0
DhJq2X3Yxc+Gh9FxZOOL9A4ciVGmZFYpqlXqVT6tcVY=,41,30,99,99,1,20161006,20161106,0
Q24SYPnS2iGCXT4cV/v6/OouPrbTFOt15K5wDrfzuAk=,41,30,149,149,1,20161227,20170128,0
LuGQrh6iYhQC6D94pFPlXAIAxY5q4Lz0mH0gWmRVaFE=,41,30,99,99,1,20161109,20161209,0
b+IvrwX3Ks6JH9IUlX15k9MbgOmjnsWZb6ch4Yml5aI=,41,30,99,99,1,20161120,20161220,0
OiEq28FBND5fN08IpqMcXkPd8z+R+/OnxCBNperUXOo=,41,30,99,99,1,20160926,20161026,0
1hxZZ2d733j70FyHgQLcvCX+uOltH4al0NkhuP2qtG0=,41,30,149,149,1,20151227,20161224,0
q3eiunqwHHbN4m7o1bngbXFmJpBMMenMsf+Dn37M0I4=,41,30,149,149,1,20160803,20160903,0
TgdqyLq/NaqidqQ0ZwMHxSTiozz77+9NRHVanlM3R+0=,41,30,99,99,1,20161013,20161113,0
KxkTnmReo9X9fCizMtrhsGko3HrV7jzCt2bM1QCcOBQ=,40,30,149,149,1,20160815,20160917,0
u+vb8UG9NskUA7JpVnOvpmUpu4fFympSh+D8V3cf0hE=,41,30,99,99,1,20161231,20170131,0
cIwKFonGyPlQNn0TB2aNhgXthTv3jZ6eBTc1fjEuA9E=,34,30,149,149,1,20160731,20160831,0
FJTrY+ZH0gAh62KLJ3+oL/+2rsEpTpgLYLRVBGmZs2s=,36,30,180,180,1,20161213,20170112,0
dFL68iT8utkqOhufR+7+cFNgzW7nf5FqQ4VtzN0x85M=,41,30,99,99,1,20161227,20170127,0
8Tk+q+WrfGUs0DrOldANMKyTar9W02/sG1pFO7oaDzs=,41,30,149,149,1,20161109,20161209,0
oG6ghKQgMpsPJN0dVGwXPFQXc0jwCTv/T2JEPIm7UqY=,41,30,99,99,1,20160806,20160906,0
sytDAWcR63AxtJPwqg5qF9XIrU1pJDaQeXF3Tr8yPfI=,36,30,180,180,1,20161022,20161121,0
yWnBRJOa6kpbVBvu41NK/3RcleGJHe4XlqYXhL2quTQ=,41,30,99,99,1,20161112,20161212,0
fcOQNKyHTNC1TTeU0sDR3nNED4Nylf/WnTMw7G2kLOM=,41,30,99,99,1,20161028,20161127,0
QAC1FuAdm8nyN1gglIpYh4MTWUDxWrBo7jWGvslHF14=,41,30,99,99,1,20160921,20161021,0
pHv622+NPsErbCJuQMa0yfwk4QsSuSv7pCPa1zegzy8=,41,30,99,99,1,20161231,20170131,0
11xDngN6r+XKC7ryFK0un7Vr9Ki9nvL3R09bL43l94c=,39,30,149,149,1,20160731,20160915,0
UZmJKF6puJvzXjsYY2DBuvNTaJGk5Pk7MUNblG50cPg=,41,30,99,99,1,20160717,20160817,0
FAAuVqc968L5pf9+53NjgN9wfElRemCMzHpX5k/ejKQ=,41,30,99,99,1,20160810,20160910,0
FlZ/LVeBWj4RLh68sGxLUIIUIYzWcekJwvzsvy2+ZKw=,23,30,149,149,1,20161031,20161130,0
lBC+Ze3Orc4aG6t2CncYwt5QjAZLwCfwDUa4zHQTJ5s=,41,30,99,99,1,20161026,20161126,0
DENOViOqDAurk0g3kl01XQqsbxa0SfBpnyy2EPBF8l0=,41,30,99,99,1,20161219,20170119,0
+ahKQkXIGoyU5DRYsDd+UtwQJ9ZDOzVNtRA/9eoy7/s=,41,30,99,99,1,20160911,20161011,0
2njEw41xrA30ywLw4cd8w8H7cbuCJcia4M7s9CTSaIs=,41,30,99,99,1,20161029,20161130,0
nq+S8xK1Y+LenCXJcJwziNet2jrWXZWPfMXDfIyrMOU=,41,30,99,99,1,20160803,20160903,0
89532pLFMbTTIMiuIieEX2TX4QRqKFeV7oR/UY2Ij0U=,41,30,99,99,1,20161202,20170102,0
